Random-Continuous.parameter, Random-Continuous.points, Random-Discrete.parameter, Random-Discrete.points
5, 14.50, 5, 14.50
5, 14.00, 5, 17.00
5, 16.00, 5, 14.50
5, 16.00, 5, 14.50
5, 12.50, 5, 17.00
5, 14.00, 5, 15.50
5, 17.50, 5, 14.50
5, 19.00, 5, 13.00
5, 19.75, 5, 11.50
5, 15.25, 5, 14.50
5, 14.75, 5, 15.50
5, 17.25, 5, 13.50
5, 14.00, 5, 14.00
5, 17.25, 5, 13.50
5, 15.75, 5, 15.00
5, 14.75, 5, 14.00
5, 11.50, 5, 16.00
5, 14.50, 5, 14.50
5, 15.25, 5, 14.50
5, 12.50, 5, 18.50
5, 20.50, 5, 11.50
6, 13.60, 5, 14.80
6, 16.30, 5, 13.90
6, 12.00, 5, 16.50
6, 15.00, 5, 15.00
6, 13.60, 5, 14.80
6, 15.00, 5, 15.00
6, 13.40, 5, 16.70
6, 14.60, 5, 14.30
6, 14.00, 5, 15.50
6, 18.60, 5, 12.30
6, 16.70, 5, 14.60
6, 15.90, 5, 13.20
6, 15.00, 5, 15.00
6, 13.30, 5, 15.40
6, 10.10, 5, 18.80
6, 15.30, 5, 14.40
6, 13.70, 5, 16.10
6, 15.80, 5, 16.40
6, 12.90, 5, 14.70
6, 15.80, 5, 16.40
6, 13.90, 5, 14.20
6, 17.70, 5, 14.10
6, 19.20, 5, 11.10
6, 16.40, 5, 15.20
6, 16.70, 5, 14.60
6, 15.60, 5, 13.80
6, 15.00, 5, 15.00
6, 16.00, 5, 14.50
6, 19.20, 5, 11.10
6, 15.00, 5, 15.00
6, 12.00, 5, 16.50
6, 15.60, 5, 13.80
6, 16.30, 5, 13.90
6, 12.80, 5, 17.90
6, 11.00, 5, 17.00
6, 13.00, 5, 16.00
6, 16.00, 5, 14.50
6, 16.30, 5, 13.90
6, 16.30, 5, 13.90
6, 15.90, 5, 13.20
6, 15.30, 5, 14.40
6, 12.00, 5, 16.50
6, 16.20, 5, 12.60
6, 12.30, 5, 15.90
6, 16.30, 5, 13.90
6, 17.30, 5, 13.40
6, 19.10, 5, 14.30
6, 17.10, 5, 15.30
6, 16.60, 5, 13.30
6, 12.70, 5, 16.60
6, 15.20, 5, 13.10
6, 17.00, 5, 14.00
6, 13.50, 5, 13.50
6, 16.10, 5, 15.80
6, 11.80, 5, 18.40
6, 15.40, 5, 15.70
6, 14.30, 5, 14.90
6, 16.60, 5, 13.30
6, 18.90, 5, 11.70
6, 14.40, 5, 16.20
6, 16.30, 5, 13.90
6, 17.00, 5, 14.00
6, 14.30, 5, 14.90
6, 18.60, 5, 12.30
6, 13.10, 5, 17.30
6, 14.40, 5, 16.20
6, 13.00, 5, 16.00
6, 13.70, 5, 16.10
6, 16.70, 5, 14.60
6, 15.30, 5, 14.40
6, 16.90, 5, 12.70
6, 13.40, 5, 16.70
6, 14.70, 5, 15.60
6, 14.60, 5, 14.30
6, 16.70, 5, 14.60
6, 21.60, 5, 10.80
6, 19.60, 5, 11.80
6, 15.00, 5, 15.00
6, 14.00, 5, 15.50
6, 14.90, 5, 13.70
6, 19.10, 5, 14.30
6, 10.80, 5, 18.90
6, 14.60, 5, 14.30
6, 11.50, 5, 14.50
6, 17.90, 5, 12.20
6, 13.30, 5, 15.40
6, 15.40, 5, 15.70
6, 11.00, 5, 17.00
6, 9.40, 5, 18.70
6, 13.30, 5, 15.40
6, 15.00, 5, 15.00
6, 15.60, 5, 13.80
6, 15.10, 5, 16.30
6, 18.90, 5, 11.70
6, 15.00, 5, 15.00
6, 15.70, 5, 15.10
6, 11.40, 5, 17.70
6, 15.30, 5, 14.40
6, 19.10, 5, 14.30
6, 14.00, 5, 15.50
7, 13.65, 5, 16.20
7, 16.00, 5, 14.50
7, 15.30, 5, 15.90
7, 16.30, 5, 15.40
7, 11.00, 5, 17.00
7, 13.05, 5, 14.40
7, 13.95, 5, 17.10
7, 15.05, 5, 13.40
7, 14.40, 5, 13.20
7, 17.35, 5, 13.30
7, 17.00, 5, 14.00
7, 17.35, 5, 13.30
7, 15.30, 5, 15.90
7, 14.60, 5, 17.30
7, 15.35, 5, 14.30
7, 13.00, 5, 16.00
7, 12.35, 5, 15.80
7, 17.00, 5, 14.00
7, 13.65, 5, 16.20
7, 14.00, 5, 15.50
7, 14.05, 5, 13.90
7, 17.35, 5, 13.30
7, 15.00, 5, 15.00
7, 7.95, 5, 20.10
7, 14.95, 5, 16.60
7, 15.30, 5, 15.90
7, 18.35, 5, 12.80
7, 14.70, 5, 14.10
7, 11.25, 5, 19.50
7, 17.05, 5, 12.40
7, 9.60, 5, 19.80
7, 14.35, 5, 14.80
7, 12.30, 5, 17.40
7, 13.95, 5, 17.10
7, 15.65, 5, 15.20
7, 14.95, 5, 16.60
7, 16.35, 5, 13.80
7, 14.65, 5, 15.70
7, 16.65, 5, 14.70
7, 14.95, 5, 16.60
7, 16.65, 5, 14.70
7, 14.00, 5, 15.50
7, 12.65, 5, 16.70
7, 9.95, 5, 19.10
7, 14.30, 5, 16.40
7, 16.65, 5, 14.70
7, 13.35, 5, 15.30
7, 17.70, 5, 12.60
7, 18.35, 5, 12.80
7, 14.05, 5, 13.90
7, 11.00, 5, 17.00
7, 13.30, 5, 16.90
7, 13.60, 5, 17.80
7, 15.75, 5, 12.00
7, 15.70, 5, 13.60
7, 13.95, 5, 17.10
7, 16.30, 5, 15.40
7, 18.70, 5, 12.10
7, 14.00, 5, 15.50
7, 15.00, 5, 15.00
7, 14.30, 5, 16.40
7, 19.70, 5, 11.60
7, 15.70, 5, 13.60
7, 12.70, 5, 15.10
7, 11.90, 5, 19.70
7, 15.70, 5, 13.60
7, 18.00, 5, 13.50
7, 14.70, 5, 14.10
7, 17.95, 5, 15.10
7, 11.00, 5, 17.00
7, 13.25, 5, 18.50
7, 15.00, 5, 15.00
7, 11.60, 5, 18.80
7, 13.95, 5, 17.10
7, 18.00, 5, 13.50
7, 15.00, 5, 15.00
7, 17.35, 5, 13.30
7, 17.35, 5, 13.30
7, 15.35, 5, 14.30
7, 20.70, 5, 11.10
7, 13.95, 5, 17.10
7, 13.30, 5, 16.90
7, 14.35, 5, 14.80
7, 13.00, 5, 16.00
7, 12.70, 5, 15.10
7, 17.05, 5, 12.40
7, 16.05, 5, 12.90
7, 14.35, 5, 14.80
7, 13.30, 5, 16.90
7, 17.35, 5, 13.30
7, 14.65, 5, 15.70
7, 17.35, 5, 13.30
7, 11.30, 5, 17.90
7, 15.70, 5, 13.60
7, 19.05, 5, 11.40
7, 15.00, 5, 15.00
7, 16.00, 5, 14.50
7, 15.65, 5, 15.20
7, 13.70, 5, 14.60
7, 16.30, 5, 15.40
8, 12.20, 5, 17.60
8, 16.80, 5, 12.90
8, 13.80, 5, 14.40
8, 15.40, 5, 14.20
8, 13.40, 5, 18.20
8, 14.20, 5, 16.60
8, 17.60, 5, 14.30
8, 16.20, 5, 15.60
8, 16.20, 5, 15.60
8, 13.80, 5, 17.40
8, 14.60, 5, 15.80
8, 14.40, 5, 14.70
8, 17.40, 5, 13.20
8, 14.20, 5, 13.60
8, 15.60, 5, 15.30
8, 15.80, 5, 13.40
8, 19.00, 5, 13.00
8, 15.80, 5, 13.40
8, 15.60, 5, 12.30
8, 13.20, 5, 17.10
8, 15.80, 5, 13.40
8, 16.40, 5, 13.70
8, 21.80, 5, 10.40
8, 13.40, 5, 15.20
8, 11.20, 5, 15.10
8, 14.00, 5, 15.50
8, 16.80, 5, 15.90
8, 13.00, 5, 16.00
8, 17.80, 5, 12.40
8, 17.20, 5, 12.10
8, 12.20, 5, 17.60
8, 14.20, 5, 16.60
8, 19.00, 5, 10.00
8, 15.80, 5, 13.40
8, 17.00, 5, 14.00
8, 16.00, 5, 14.50
8, 13.40, 5, 15.20
8, 15.20, 5, 16.10
8, 14.00, 5, 15.50
8, 17.80, 5, 12.40
8, 12.20, 5, 14.60
8, 15.00, 5, 15.00
8, 16.80, 5, 9.90
8, 9.60, 5, 18.30
8, 14.40, 5, 17.70
8, 14.80, 5, 13.90
8, 12.40, 5, 15.70
8, 12.40, 5, 18.70
8, 10.40, 5, 19.70
8, 16.60, 5, 14.80
8, 18.20, 5, 14.60
8, 15.40, 5, 14.20
8, 15.80, 5, 16.40
8, 18.60, 5, 13.80
8, 12.80, 5, 14.90
8, 15.80, 5, 13.40
8, 15.20, 5, 16.10
8, 15.60, 5, 15.30
8, 12.80, 5, 17.90
8, 9.80, 5, 19.40
8, 14.60, 5, 15.80
8, 18.60, 5, 10.80
8, 14.00, 5, 15.50
8, 14.60, 5, 15.80
8, 12.60, 5, 16.80
8, 15.40, 5, 14.20
8, 14.60, 5, 15.80
8, 20.20, 5, 13.60
8, 16.00, 5, 14.50
8, 11.00, 5, 17.00
8, 13.20, 5, 17.10
8, 18.40, 5, 12.70
8, 19.80, 5, 11.40
8, 18.60, 5, 13.80
8, 15.00, 5, 15.00
8, 11.80, 5, 18.40
8, 20.00, 5, 12.50
8, 12.20, 5, 17.60
8, 15.40, 5, 14.20
8, 15.80, 5, 13.40
8, 18.00, 5, 13.50
8, 17.00, 5, 14.00
8, 17.20, 5, 12.10
8, 14.40, 5, 11.70
8, 12.20, 5, 14.60
8, 13.00, 5, 16.00
8, 16.80, 5, 15.90
8, 15.20, 5, 16.10
8, 15.00, 5, 15.00
8, 15.60, 5, 15.30
8, 17.60, 5, 14.30
8, 14.40, 5, 14.70
8, 13.00, 5, 16.00
8, 10.00, 5, 17.50
8, 12.20, 5, 17.60
8, 17.80, 5, 12.40
8, 15.60, 5, 15.30
8, 16.40, 5, 13.70
8, 14.80, 5, 13.90
8, 17.00, 5, 14.00
9, 17.35, 5, 11.80
9, 15.90, 5, 13.20
9, 17.45, 5, 13.10
9, 14.80, 5, 12.40
9, 12.55, 5, 16.90
9, 13.55, 5, 16.40
9, 12.65, 5, 18.20
9, 15.90, 5, 13.20
9, 16.35, 5, 12.30
9, 18.45, 5, 12.60
9, 17.90, 5, 12.20
9, 12.45, 5, 15.60
9, 12.65, 5, 18.20
9, 14.10, 5, 16.80
9, 18.45, 5, 12.60
9, 13.55, 5, 16.40
9, 15.45, 5, 14.10
9, 13.45, 5, 15.10
9, 15.55, 5, 15.40
9, 18.00, 5, 13.50
9, 18.10, 5, 14.80
9, 16.55, 5, 14.90
9, 18.45, 5, 12.60
9, 13.45, 5, 15.10
9, 15.00, 5, 15.00
9, 17.90, 5, 12.20
9, 18.00, 5, 13.50
9, 20.90, 5, 10.70
9, 19.80, 5, 9.90
9, 13.75, 5, 19.00
9, 17.35, 5, 11.80
9, 14.55, 5, 15.90
9, 18.00, 5, 13.50
9, 20.25, 5, 9.00
9, 13.30, 5, 19.90
9, 13.90, 5, 14.20
9, 18.00, 5, 13.50
9, 12.65, 5, 18.20
9, 15.55, 5, 15.40
9, 11.65, 5, 18.70
9, 16.90, 5, 12.70
9, 15.45, 5, 14.10
9, 12.45, 5, 15.60
9, 13.10, 5, 17.30
9, 13.45, 5, 15.10
9, 11.10, 5, 18.30
9, 16.00, 5, 14.50
9, 11.90, 5, 15.20
9, 15.35, 5, 12.80
9, 16.45, 5, 13.60
9, 12.65, 5, 18.20
9, 15.35, 5, 12.80
9, 16.35, 5, 12.30
9, 15.65, 5, 16.70
9, 16.20, 5, 17.10
9, 10.55, 5, 17.90
9, 21.80, 5, 8.90
9, 11.90, 5, 15.20
9, 14.00, 5, 15.50
9, 16.55, 5, 14.90
9, 15.45, 5, 14.10
9, 14.80, 5, 12.40
9, 14.20, 5, 18.10
9, 14.65, 5, 17.20
9, 15.00, 5, 15.00
9, 14.55, 5, 15.90
9, 18.00, 5, 13.50
9, 16.35, 5, 12.30
9, 14.90, 5, 13.70
9, 13.90, 5, 14.20
9, 14.55, 5, 15.90
9, 14.35, 5, 13.30
9, 15.55, 5, 15.40
9, 11.55, 5, 17.40
9, 15.45, 5, 14.10
9, 18.90, 5, 11.70
9, 15.90, 5, 13.20
9, 14.00, 5, 15.50
9, 16.45, 5, 13.60
9, 15.90, 5, 13.20
9, 16.00, 5, 14.50
9, 15.65, 5, 16.70
9, 14.00, 5, 15.50
9, 16.55, 5, 14.90
9, 12.90, 5, 14.70
9, 16.45, 5, 13.60
9, 13.90, 5, 14.20
9, 15.35, 5, 12.80
9, 14.90, 5, 13.70
9, 15.80, 5, 11.90
9, 14.80, 5, 12.40
9, 14.45, 5, 14.60
9, 15.00, 5, 15.00
9, 14.10, 5, 16.80
9, 16.10, 5, 15.80
9, 14.00, 5, 15.50
9, 19.25, 5, 9.50
9, 11.45, 5, 16.10
9, 14.35, 5, 13.30
9, 16.90, 5, 12.70
10, 20.00, 5, 12.50
10, 16.50, 5, 15.00
10, 12.00, 5, 16.50
10, 10.00, 5, 20.50
10, 13.50, 5, 15.00
10, 14.00, 5, 14.00
10, 14.50, 5, 13.00
10, 14.00, 5, 15.50
10, 12.00, 5, 18.00
10, 14.50, 5, 16.00
10, 12.50, 5, 17.00
10, 14.50, 5, 14.50
10, 16.00, 5, 13.00
10, 16.50, 5, 13.50
10, 12.50, 5, 18.50
10, 15.50, 5, 17.00
10, 16.00, 5, 16.00
10, 20.00, 5, 11.00
10, 16.00, 5, 14.50
10, 17.00, 5, 11.00
10, 14.50, 5, 14.50
10, 15.50, 5, 14.00
10, 11.00, 5, 21.50
10, 15.50, 5, 15.50
10, 12.50, 5, 17.00
10, 17.00, 5, 11.00
10, 17.00, 5, 12.50
10, 18.00, 5, 15.00
10, 17.00, 5, 14.00
10, 19.00, 5, 14.50
10, 17.50, 5, 14.50
10, 20.50, 5, 11.50
10, 12.00, 5, 18.00
10, 15.50, 5, 14.00
10, 14.50, 5, 16.00
10, 12.00, 5, 15.00
10, 13.50, 5, 18.00
10, 17.50, 5, 13.00
10, 18.00, 5, 12.00
10, 13.00, 5, 14.50
10, 15.00, 5, 16.50
10, 14.00, 5, 15.50
10, 16.00, 5, 14.50
10, 20.00, 5, 12.50
10, 17.00, 5, 12.50
10, 19.00, 5, 11.50
10, 16.00, 5, 14.50
10, 18.50, 5, 12.50
10, 17.00, 5, 14.00
10, 17.50, 5, 11.50
10, 13.50, 5, 13.50
10, 14.50, 5, 16.00
10, 14.50, 5, 14.50
10, 16.00, 5, 14.50
10, 13.50, 5, 16.50
10, 14.00, 5, 15.50
10, 17.50, 5, 11.50
10, 13.00, 5, 14.50
10, 11.00, 5, 17.00
10, 15.50, 5, 15.50
10, 18.50, 5, 12.50
10, 17.50, 5, 14.50
10, 12.00, 5, 16.50
10, 16.50, 5, 12.00
10, 18.50, 5, 14.00
10, 15.50, 5, 15.50
10, 18.50, 5, 14.00
10, 15.00, 5, 15.00
10, 15.00, 5, 13.50
10, 11.00, 5, 18.50
10, 17.00, 5, 14.00
10, 19.50, 5, 12.00
10, 17.00, 5, 14.00
10, 16.00, 5, 16.00
10, 17.50, 5, 13.00
10, 12.50, 5, 15.50
10, 13.00, 5, 17.50
10, 19.00, 5, 10.00
10, 13.00, 5, 17.50
10, 12.00, 5, 18.00
10, 19.00, 5, 10.00
10, 17.00, 5, 15.50
10, 13.50, 5, 15.00
10, 15.00, 5, 13.50
10, 16.50, 5, 13.50
10, 14.00, 5, 17.00
10, 20.50, 5, 11.50
10, 14.50, 5, 16.00
10, 12.50, 5, 17.00
10, 15.00, 5, 13.50
10, 15.00, 5, 16.50
10, 13.00, 5, 17.50
10, 13.50, 5, 16.50
10, 12.00, 5, 21.00
10, 17.50, 5, 13.00
10, 16.50, 5, 16.50
10, 20.00, 5, 9.50
10, 10.00, 5, 22.00
10, 12.00, 5, 15.00
10, 13.00, 5, 17.50
0, 20.00, 6, 12.50
0, 16.00, 6, 14.50
0, 15.00, 6, 15.00
0, 18.00, 6, 13.50
0, 16.00, 6, 14.50
0, 19.00, 6, 13.00
0, 19.00, 6, 13.00
0, 19.00, 6, 13.00
0, 14.00, 6, 15.50
0, 15.00, 6, 15.00
0, 20.00, 6, 12.50
0, 22.00, 6, 11.50
0, 17.00, 6, 14.00
0, 15.00, 6, 15.00
0, 20.00, 6, 12.50
0, 15.00, 6, 15.00
0, 12.00, 6, 16.50
0, 17.00, 6, 14.00
0, 18.00, 6, 13.50
0, 16.00, 6, 14.50
0, 18.00, 6, 13.50
0, 16.00, 6, 14.50
0, 17.00, 6, 14.00
0, 20.00, 6, 12.50
0, 21.00, 6, 12.00
0, 17.00, 6, 14.00
0, 14.00, 6, 15.50
0, 14.00, 6, 15.50
0, 15.00, 6, 15.00
0, 16.00, 6, 14.50
0, 18.00, 6, 13.50
0, 21.00, 6, 12.00
0, 18.00, 6, 13.50
0, 16.00, 6, 14.50
0, 19.00, 6, 13.00
0, 16.00, 6, 14.50
0, 19.00, 6, 13.00
0, 13.00, 6, 16.00
0, 16.00, 6, 14.50
0, 16.00, 6, 14.50
0, 15.00, 6, 15.00
0, 18.00, 6, 13.50
0, 17.00, 6, 14.00
0, 16.00, 6, 14.50
0, 18.00, 6, 13.50
0, 20.00, 6, 12.50
0, 17.00, 6, 14.00
0, 17.00, 6, 14.00
0, 16.00, 6, 14.50
0, 14.00, 6, 15.50
0, 18.00, 6, 13.50
0, 16.00, 6, 14.50
0, 19.00, 6, 13.00
0, 17.00, 6, 14.00
0, 14.00, 6, 15.50
0, 13.00, 6, 16.00
0, 16.00, 6, 14.50
0, 14.00, 6, 15.50
0, 15.00, 6, 15.00
0, 17.00, 6, 14.00
0, 16.00, 6, 14.50
0, 15.00, 6, 15.00
0, 19.00, 6, 13.00
0, 14.00, 6, 15.50
0, 21.00, 6, 12.00
0, 22.00, 6, 11.50
0, 17.00, 6, 14.00
0, 17.00, 6, 14.00
0, 19.00, 6, 13.00
0, 13.00, 6, 16.00
0, 19.00, 6, 13.00
0, 20.00, 6, 12.50
0, 20.00, 6, 12.50
0, 17.00, 6, 14.00
0, 19.00, 6, 13.00
0, 17.00, 6, 14.00
0, 14.00, 6, 15.50
0, 19.00, 6, 13.00
0, 17.00, 6, 14.00
0, 20.00, 6, 12.50
0, 15.00, 6, 15.00
0, 18.00, 6, 13.50
0, 15.00, 6, 15.00
0, 16.00, 6, 14.50
0, 15.00, 6, 15.00
0, 14.00, 6, 15.50
0, 14.00, 6, 15.50
0, 16.00, 6, 14.50
0, 18.00, 6, 13.50
0, 17.00, 6, 14.00
0, 18.00, 6, 13.50
0, 16.00, 6, 14.50
0, 19.00, 6, 13.00
0, 19.00, 6, 13.00
0, 19.00, 6, 13.00
0, 12.00, 6, 16.50
0, 15.00, 6, 15.00
0, 12.00, 6, 16.50
0, 16.00, 6, 14.50
0, 14.00, 6, 15.50
1, 18.90, 6, 13.20
1, 18.80, 6, 13.40
1, 19.05, 6, 12.90
1, 19.95, 6, 12.60
1, 15.15, 6, 14.70
1, 17.00, 6, 14.00
1, 18.10, 6, 13.30
1, 16.05, 6, 14.40
1, 18.10, 6, 13.30
1, 19.10, 6, 12.80
1, 19.00, 6, 13.00
1, 14.85, 6, 15.30
1, 17.85, 6, 13.80
1, 21.05, 6, 11.90
1, 17.90, 6, 13.70
1, 19.00, 6, 13.00
1, 19.85, 6, 12.80
1, 17.95, 6, 13.60
1, 17.25, 6, 13.50
1, 20.20, 6, 12.10
1, 14.90, 6, 15.20
1, 16.00, 6, 14.50
1, 16.95, 6, 14.10
1, 16.10, 6, 14.30
1, 21.10, 6, 11.80
1, 15.05, 6, 14.90
1, 18.00, 6, 13.50
1, 16.15, 6, 14.20
1, 18.15, 6, 13.20
1, 14.05, 6, 15.40
1, 17.10, 6, 13.80
1, 18.00, 6, 13.50
1, 20.00, 6, 12.50
1, 13.90, 6, 15.70
1, 15.10, 6, 14.80
1, 17.05, 6, 13.90
1, 16.25, 6, 14.00
1, 19.80, 6, 12.90
1, 21.05, 6, 11.90
1, 16.05, 6, 14.40
1, 11.95, 6, 16.60
1, 17.05, 6, 13.90
1, 15.00, 6, 15.00
1, 18.05, 6, 13.40
1, 15.10, 6, 14.80
1, 12.90, 6, 16.20
1, 17.95, 6, 13.60
1, 17.85, 6, 13.80
1, 17.15, 6, 13.70
1, 20.00, 6, 12.50
1, 19.05, 6, 12.90
1, 21.05, 6, 11.90
1, 20.00, 6, 12.50
1, 19.00, 6, 13.00
1, 14.95, 6, 15.10
1, 15.15, 6, 14.70
1, 17.00, 6, 14.00
1, 15.10, 6, 14.80
1, 17.85, 6, 13.80
1, 14.95, 6, 15.10
1, 16.15, 6, 14.20
1, 18.15, 6, 13.20
1, 14.00, 6, 15.50
1, 15.85, 6, 14.80
1, 18.10, 6, 13.30
1, 23.05, 6, 10.90
1, 18.80, 6, 13.40
1, 14.10, 6, 15.30
1, 15.00, 6, 15.00
1, 16.05, 6, 14.40
1, 17.10, 6, 13.80
1, 19.90, 6, 12.70
1, 19.95, 6, 12.60
1, 18.90, 6, 13.20
1, 19.85, 6, 12.80
1, 16.95, 6, 14.10
1, 15.95, 6, 14.60
1, 18.85, 6, 13.30
1, 19.00, 6, 13.00
1, 17.55, 6, 14.40
1, 19.10, 6, 12.80
1, 16.95, 6, 14.10
1, 14.95, 6, 15.10
1, 15.05, 6, 14.90
1, 14.00, 6, 15.50
1, 19.00, 6, 13.00
1, 17.00, 6, 14.00
1, 15.90, 6, 14.70
1, 18.10, 6, 13.30
1, 17.10, 6, 13.80
1, 14.15, 6, 15.20
1, 12.80, 6, 16.40
1, 18.30, 6, 12.90
1, 16.80, 6, 14.40
1, 16.05, 6, 14.40
1, 17.00, 6, 14.00
1, 14.90, 6, 15.20
1, 21.20, 6, 11.60
1, 20.10, 6, 12.30
1, 19.20, 6, 12.60
2, 18.20, 6, 13.10
2, 18.00, 6, 13.50
2, 20.80, 6, 12.40
2, 16.30, 6, 13.90
2, 16.30, 6, 13.90
2, 17.00, 6, 14.00
2, 15.20, 6, 14.60
2, 16.70, 6, 14.60
2, 16.00, 6, 14.50
2, 15.80, 6, 14.90
2, 16.00, 6, 14.50
2, 17.20, 6, 13.60
2, 19.00, 6, 13.00
2, 16.70, 6, 14.60
2, 18.10, 6, 13.30
2, 14.80, 6, 15.40
2, 13.90, 6, 15.70
2, 19.00, 6, 13.00
2, 18.80, 6, 13.40
2, 15.90, 6, 14.70
2, 16.00, 6, 14.50
2, 19.50, 6, 13.50
2, 14.00, 6, 15.50
2, 16.40, 6, 13.70
2, 17.90, 6, 13.70
2, 16.10, 6, 14.30
2, 17.80, 6, 13.90
2, 16.10, 6, 14.30
2, 19.90, 6, 12.70
2, 17.00, 6, 14.00
2, 18.10, 6, 13.30
2, 16.80, 6, 14.40
2, 18.30, 6, 12.90
2, 18.60, 6, 12.30
2, 20.20, 6, 12.10
2, 18.60, 6, 13.80
2, 16.90, 6, 14.20
2, 18.10, 6, 13.30
2, 18.20, 6, 13.10
2, 14.80, 6, 15.40
2, 15.80, 6, 14.90
2, 13.80, 6, 15.90
2, 16.00, 6, 14.50
2, 16.70, 6, 14.60
2, 23.00, 6, 11.00
2, 12.80, 6, 16.40
2, 17.80, 6, 13.90
2, 12.90, 6, 16.20
2, 18.90, 6, 13.20
2, 17.00, 6, 14.00
2, 19.90, 6, 12.70
2, 16.10, 6, 14.30
2, 16.20, 6, 14.10
2, 18.90, 6, 13.20
2, 18.10, 6, 13.30
2, 17.00, 6, 14.00
2, 14.70, 6, 15.60
2, 18.30, 6, 12.90
2, 14.20, 6, 15.10
2, 20.70, 6, 12.60
2, 18.00, 6, 13.50
2, 21.20, 6, 11.60
2, 17.20, 6, 13.60
2, 19.30, 6, 12.40
2, 16.40, 6, 13.70
2, 15.00, 6, 15.00
2, 17.80, 6, 13.90
2, 20.00, 6, 12.50
2, 14.00, 6, 15.50
2, 19.30, 6, 12.40
2, 17.00, 6, 14.00
2, 16.30, 6, 13.90
2, 14.50, 6, 14.50
2, 13.60, 6, 16.30
2, 15.10, 6, 14.80
2, 18.50, 6, 12.50
2, 16.00, 6, 14.50
2, 15.00, 6, 15.00
2, 12.80, 6, 16.40
2, 21.00, 6, 12.00
2, 18.80, 6, 13.40
2, 18.60, 6, 13.80
2, 17.10, 6, 13.80
2, 19.40, 6, 13.70
2, 17.00, 6, 14.00
2, 17.50, 6, 13.00
2, 14.10, 6, 15.30
2, 19.20, 6, 12.60
2, 15.30, 6, 14.40
2, 16.20, 6, 14.10
2, 14.90, 6, 15.20
2, 19.00, 6, 13.00
2, 14.90, 6, 15.20
2, 19.80, 6, 12.90
2, 18.80, 6, 13.40
2, 14.30, 6, 14.90
2, 15.10, 6, 14.80
2, 13.20, 6, 15.60
2, 16.10, 6, 14.30
2, 16.70, 6, 14.60
3, 18.30, 6, 12.90
3, 19.00, 6, 13.00
3, 17.40, 6, 14.70
3, 17.30, 6, 13.40
3, 16.85, 6, 14.30
3, 17.70, 6, 14.10
3, 14.15, 6, 15.20
3, 18.15, 6, 13.20
3, 17.40, 6, 14.70
3, 21.55, 6, 12.40
3, 17.55, 6, 14.40
3, 18.00, 6, 13.50
3, 17.85, 6, 13.80
3, 12.30, 6, 15.90
3, 15.00, 6, 15.00
3, 14.40, 6, 16.20
3, 14.85, 6, 15.30
3, 18.00, 6, 13.50
3, 22.45, 6, 10.60
3, 14.45, 6, 14.60
3, 19.45, 6, 12.10
3, 15.15, 6, 14.70
3, 20.00, 6, 12.50
3, 16.00, 6, 14.50
3, 18.85, 6, 13.30
3, 18.30, 6, 12.90
3, 16.70, 6, 14.60
3, 20.00, 6, 12.50
3, 14.30, 6, 14.90
3, 19.15, 6, 12.70
3, 17.40, 6, 14.70
3, 14.15, 6, 15.20
3, 13.15, 6, 15.70
3, 16.15, 6, 14.20
3, 18.00, 6, 13.50
3, 18.30, 6, 12.90
3, 16.30, 6, 13.90
3, 15.15, 6, 14.70
3, 13.30, 6, 15.40
3, 20.45, 6, 11.60
3, 15.00, 6, 15.00
3, 19.70, 6, 13.10
3, 15.15, 6, 14.70
3, 14.30, 6, 14.90
3, 19.85, 6, 12.80
3, 19.30, 6, 12.40
3, 18.85, 6, 13.30
3, 14.70, 6, 15.60
3, 13.85, 6, 15.80
3, 16.15, 6, 14.20
3, 15.85, 6, 14.80
3, 15.15, 6, 14.70
3, 18.45, 6, 12.60
3, 17.00, 6, 14.00
3, 15.15, 6, 14.70
3, 19.55, 6, 13.40
3, 19.00, 6, 13.00
3, 16.70, 6, 14.60
3, 18.85, 6, 13.30
3, 13.00, 6, 16.00
3, 19.45, 6, 12.10
3, 17.00, 6, 14.00
3, 17.15, 6, 13.70
3, 19.00, 6, 13.00
3, 15.85, 6, 14.80
3, 14.55, 6, 15.90
3, 20.40, 6, 13.20
3, 18.55, 6, 13.90
3, 18.30, 6, 12.90
3, 20.85, 6, 12.30
3, 14.25, 6, 16.50
3, 14.40, 6, 16.20
3, 18.15, 6, 13.20
3, 17.15, 6, 13.70
3, 18.60, 6, 12.30
3, 17.85, 6, 13.80
3, 17.30, 6, 13.40
3, 18.85, 6, 13.30
3, 18.45, 6, 12.60
3, 14.00, 6, 15.50
3, 17.15, 6, 13.70
3, 15.15, 6, 14.70
3, 15.25, 6, 16.00
3, 16.70, 6, 14.60
3, 19.45, 6, 12.10
3, 19.85, 6, 12.80
3, 15.45, 6, 14.10
3, 17.15, 6, 13.70
3, 17.15, 6, 13.70
3, 14.70, 6, 15.60
3, 19.15, 6, 12.70
3, 19.00, 6, 13.00
3, 21.00, 6, 12.00
3, 12.55, 6, 16.90
3, 15.40, 6, 15.70
3, 18.45, 6, 12.60
3, 19.45, 6, 12.10
3, 20.85, 6, 12.30
3, 15.15, 6, 14.70
3, 16.70, 6, 14.60
4, 13.20, 6, 15.60
4, 13.60, 6, 16.30
4, 17.80, 6, 13.90
4, 17.00, 6, 15.50
4, 19.40, 6, 12.20
4, 16.80, 6, 14.40
4, 18.60, 6, 12.30
4, 18.80, 6, 13.40
4, 13.40, 6, 15.20
