Random-Continuous.parameter, Random-Continuous.points, Random-Continuous_2.parameter, Random-Continuous_2.points
2, 13.70, 5, 16.10
2, 14.00, 5, 16.25
2, 16.10, 5, 14.30
2, 15.10, 5, 14.80
2, 16.30, 5, 14.65
2, 15.40, 5, 14.95
2, 14.70, 5, 15.60
2, 14.80, 5, 15.40
2, 17.00, 5, 14.00
2, 12.70, 5, 16.60
2, 13.30, 5, 16.15
2, 14.70, 5, 15.60
2, 14.20, 5, 15.10
2, 16.60, 5, 14.05
2, 15.90, 5, 14.70
2, 13.20, 5, 16.35
2, 13.50, 5, 15.75
3, 14.15, 5, 15.20
3, 14.05, 5, 16.15
3, 14.50, 5, 15.25
3, 15.45, 5, 14.10
3, 14.85, 5, 15.30
3, 15.35, 5, 15.05
3, 16.75, 5, 13.00
3, 16.15, 5, 14.20
3, 15.75, 5, 13.50
3, 17.55, 5, 14.40
3, 14.30, 5, 14.90
3, 13.70, 5, 16.10
3, 13.80, 5, 15.15
3, 18.25, 5, 12.25
3, 17.15, 5, 13.70
3, 16.00, 5, 14.50
3, 16.05, 5, 15.15
3, 16.20, 5, 14.85
3, 15.30, 5, 14.40
3, 13.70, 5, 16.10
3, 14.85, 5, 15.30
3, 17.00, 5, 14.00
3, 13.50, 5, 15.75
3, 14.85, 5, 15.30
3, 14.30, 5, 14.90
3, 14.20, 5, 15.85
3, 14.15, 5, 15.20
3, 16.70, 5, 14.60
3, 15.85, 5, 14.80
3, 14.85, 5, 15.30
3, 15.50, 5, 14.75
3, 16.05, 5, 15.15
3, 14.20, 5, 15.85
3, 16.65, 5, 13.95
3, 14.35, 5, 15.55
3, 15.70, 5, 15.10
3, 15.80, 5, 14.15
3, 13.20, 5, 16.35
3, 13.40, 5, 16.70
3, 16.65, 5, 13.95
3, 13.55, 5, 16.40
3, 13.70, 5, 16.10
3, 14.95, 5, 14.35
3, 15.80, 5, 14.15
3, 16.30, 5, 13.90
3, 16.40, 5, 12.95
3, 14.15, 5, 15.20
3, 15.40, 5, 15.70
3, 14.20, 5, 15.85
3, 15.30, 5, 14.40
3, 15.15, 5, 14.70
3, 13.35, 5, 16.05
3, 14.50, 5, 15.25
3, 17.15, 5, 13.70
3, 14.45, 5, 14.60
3, 14.70, 5, 15.60
3, 14.65, 5, 14.95
3, 12.20, 5, 16.85
3, 14.75, 5, 16.25
3, 14.85, 5, 15.30
3, 18.00, 5, 13.50
3, 15.30, 5, 14.40
3, 14.75, 5, 14.00
3, 16.50, 5, 14.25
3, 13.65, 5, 15.45
3, 14.80, 5, 14.65
3, 14.80, 5, 14.65
3, 14.55, 5, 15.90
3, 17.20, 5, 14.35
3, 15.70, 5, 15.10
3, 16.65, 5, 13.95
3, 15.30, 5, 14.40
3, 14.30, 5, 14.90
3, 16.15, 5, 14.20
3, 14.00, 5, 15.50
3, 15.50, 5, 14.75
3, 16.10, 5, 13.55
3, 14.15, 5, 15.20
3, 13.00, 5, 16.00
3, 17.70, 5, 14.10
3, 15.65, 5, 14.45
3, 14.00, 5, 15.50
3, 14.15, 5, 15.20
3, 14.70, 5, 15.60
3, 14.00, 5, 15.50
3, 14.70, 5, 15.60
3, 13.90, 5, 16.45
3, 15.25, 5, 16.00
3, 13.70, 5, 16.10
3, 15.95, 5, 13.85
3, 14.65, 5, 14.95
3, 15.15, 5, 14.70
3, 14.35, 5, 15.55
3, 14.70, 5, 15.60
3, 14.55, 5, 15.90
3, 14.85, 5, 15.30
3, 12.90, 5, 16.95
3, 17.20, 5, 14.35
3, 16.30, 5, 13.90
3, 12.35, 5, 16.55
4, 13.40, 5, 16.70
4, 14.00, 5, 15.50
4, 15.60, 5, 15.30
4, 15.30, 5, 15.15
4, 16.30, 5, 14.65
4, 13.60, 5, 14.80
4, 13.60, 5, 16.30
4, 14.30, 5, 14.15
4, 17.90, 5, 12.95
4, 12.90, 5, 15.45
4, 15.30, 5, 15.15
4, 16.30, 5, 14.65
4, 14.00, 5, 15.50
4, 16.30, 5, 14.65
4, 15.20, 5, 14.60
4, 16.20, 5, 14.10
4, 14.40, 5, 14.70
4, 18.80, 5, 11.90
4, 15.80, 5, 14.90
4, 14.60, 5, 15.80
4, 15.20, 5, 14.60
4, 15.30, 5, 15.15
4, 15.10, 5, 15.55
4, 15.60, 5, 15.30
4, 15.80, 5, 14.90
4, 16.50, 5, 14.25
4, 14.30, 5, 15.65
4, 15.30, 5, 13.65
4, 15.60, 5, 15.30
4, 15.30, 5, 15.15
4, 14.40, 5, 14.70
4, 16.30, 5, 14.65
4, 13.50, 5, 15.75
4, 13.70, 5, 15.35
4, 15.60, 5, 13.80
4, 15.20, 5, 14.60
4, 16.40, 5, 13.70
4, 14.10, 5, 14.55
4, 15.60, 5, 13.80
4, 14.40, 5, 16.20
4, 16.40, 5, 13.70
4, 13.10, 5, 16.55
4, 13.20, 5, 15.60
4, 17.10, 5, 14.55
4, 15.00, 5, 15.00
4, 15.20, 5, 14.60
4, 16.90, 5, 13.45
4, 13.80, 5, 17.40
4, 15.40, 5, 15.70
4, 14.00, 5, 15.50
4, 15.60, 5, 15.30
4, 13.90, 5, 16.45
4, 15.70, 5, 14.35
4, 15.20, 5, 14.60
4, 15.20, 5, 14.60
4, 12.50, 5, 16.25
4, 15.70, 5, 14.35
4, 15.70, 5, 14.35
4, 15.60, 5, 15.30
4, 14.40, 5, 16.20
4, 13.90, 5, 14.95
4, 15.70, 5, 14.35
4, 13.00, 5, 16.00
4, 17.00, 5, 14.00
4, 15.10, 5, 14.05
4, 14.30, 5, 15.65
4, 14.70, 5, 14.85
4, 15.40, 5, 14.20
4, 16.50, 5, 12.75
4, 14.70, 5, 16.35
4, 17.00, 5, 12.50
4, 16.50, 5, 14.25
4, 15.30, 5, 15.15
4, 14.80, 5, 13.90
4, 16.40, 5, 13.70
4, 14.00, 5, 15.50
4, 14.60, 5, 14.30
4, 13.10, 5, 16.55
4, 13.40, 5, 16.70
4, 16.00, 5, 14.50
4, 16.20, 5, 14.10
4, 15.90, 5, 13.95
4, 16.40, 5, 13.70
4, 14.00, 5, 15.50
4, 18.00, 5, 12.00
4, 15.90, 5, 13.95
4, 18.30, 5, 13.65
4, 16.20, 5, 14.10
4, 12.90, 5, 16.95
4, 14.60, 5, 15.80
4, 16.10, 5, 15.05
4, 16.40, 5, 13.70
4, 15.50, 5, 14.75
4, 15.50, 5, 14.75
4, 14.80, 5, 15.40
4, 15.80, 5, 14.90
4, 15.30, 5, 15.15
4, 16.70, 5, 13.85
4, 15.00, 5, 15.00
4, 13.80, 5, 15.90
5, 12.75, 5, 18.00
5, 15.75, 5, 15.00
5, 16.00, 5, 14.50
5, 14.00, 5, 15.50
5, 15.50, 5, 14.75
5, 16.25, 5, 15.50
5, 14.50, 5, 13.75
5, 13.50, 5, 17.25
5, 14.75, 5, 15.50
5, 16.00, 5, 14.50
5, 17.25, 5, 13.50
5, 13.00, 5, 17.50
5, 14.75, 5, 14.00
5, 17.50, 5, 13.00
5, 16.25, 5, 13.25
5, 14.75, 5, 14.75
5, 14.00, 5, 17.00
5, 16.75, 5, 12.25
5, 14.00, 5, 16.25
5, 13.75, 5, 15.25
5, 15.25, 5, 14.50
5, 13.25, 5, 16.25
5, 16.25, 5, 14.75
5, 15.25, 5, 15.25
5, 14.75, 5, 16.25
5, 15.25, 5, 14.50
5, 17.25, 5, 12.75
5, 13.75, 5, 17.50
5, 15.50, 5, 14.00
5, 14.25, 5, 15.75
5, 15.25, 5, 14.50
5, 12.00, 5, 18.75
5, 13.50, 5, 17.25
5, 14.50, 5, 15.25
5, 14.75, 5, 14.00
5, 13.75, 5, 15.25
5, 15.50, 5, 15.50
5, 13.50, 5, 15.75
5, 17.75, 5, 12.50
5, 14.75, 5, 16.25
5, 15.00, 5, 15.75
5, 14.00, 5, 16.25
5, 13.25, 5, 16.25
5, 17.50, 5, 12.25
5, 15.50, 5, 14.75
5, 14.00, 5, 16.25
5, 15.25, 5, 14.50
5, 13.50, 5, 17.25
5, 14.25, 5, 15.00
5, 13.75, 5, 16.75
5, 14.50, 5, 16.00
5, 17.75, 5, 11.75
5, 16.25, 5, 14.00
5, 14.00, 5, 15.50
5, 14.25, 5, 15.75
5, 13.00, 5, 16.75
5, 15.50, 5, 14.75
5, 14.75, 5, 16.25
5, 14.00, 5, 14.75
5, 15.00, 5, 15.75
5, 16.25, 5, 14.00
5, 16.50, 5, 14.25
5, 14.25, 5, 15.75
5, 14.75, 5, 14.75
5, 14.75, 5, 14.75
5, 13.25, 5, 15.50
5, 15.25, 5, 15.25
5, 13.75, 5, 16.75
5, 14.50, 5, 16.00
5, 14.75, 5, 17.00
5, 15.75, 5, 15.00
5, 14.75, 5, 15.50
5, 15.50, 5, 14.75
5, 14.75, 5, 15.50
5, 12.25, 5, 17.50
5, 15.25, 5, 14.50
5, 14.75, 5, 15.50
5, 12.00, 5, 17.25
5, 15.00, 5, 15.00
5, 15.50, 5, 15.50
5, 18.25, 5, 12.25
5, 15.75, 5, 15.00
5, 16.00, 5, 14.50
5, 17.00, 5, 14.00
5, 14.25, 5, 15.75
5, 15.00, 5, 14.25
5, 13.00, 5, 16.75
5, 14.75, 5, 15.50
5, 15.50, 5, 14.75
5, 16.50, 5, 13.50
5, 15.75, 5, 12.75
5, 14.75, 5, 14.75
5, 12.00, 5, 17.25
5, 14.50, 5, 16.00
5, 15.25, 5, 15.25
5, 17.75, 5, 13.25
5, 15.75, 5, 14.25
5, 14.00, 5, 17.00
5, 15.75, 5, 14.25
5, 16.50, 5, 14.25
6, 13.30, 5, 15.40
6, 16.30, 5, 13.90
6, 14.10, 5, 16.80
6, 15.00, 5, 15.00
6, 14.90, 5, 13.70
6, 13.90, 5, 16.45
6, 13.90, 5, 16.45
6, 14.70, 5, 15.60
6, 15.00, 5, 15.00
6, 15.70, 5, 15.10
6, 14.40, 5, 16.20
6, 13.90, 5, 16.45
6, 14.60, 5, 14.30
6, 16.30, 5, 13.90
6, 15.50, 5, 14.75
6, 14.50, 5, 15.25
6, 13.40, 5, 16.70
6, 15.50, 5, 12.50
6, 14.70, 5, 15.60
6, 16.00, 5, 14.50
6, 14.30, 5, 17.15
6, 11.10, 5, 18.30
6, 15.10, 5, 14.05
6, 15.10, 5, 14.05
6, 14.50, 5, 15.25
6, 15.10, 5, 16.30
6, 16.20, 5, 12.60
6, 15.80, 5, 14.15
6, 15.30, 5, 16.65
6, 15.80, 5, 16.40
6, 14.30, 5, 14.90
6, 14.40, 5, 16.20
6, 14.70, 5, 15.60
6, 14.20, 5, 15.85
6, 14.70, 5, 17.85
6, 13.90, 5, 16.45
6, 14.50, 5, 15.25
6, 13.70, 5, 16.10
6, 13.70, 5, 16.10
6, 13.70, 5, 16.10
6, 13.60, 5, 17.05
6, 15.50, 5, 14.75
6, 13.20, 5, 16.35
6, 16.60, 5, 13.30
6, 13.40, 5, 16.70
6, 14.70, 5, 13.35
6, 14.10, 5, 16.80
6, 16.00, 5, 14.50
6, 17.80, 5, 13.15
6, 14.50, 5, 15.25
6, 15.80, 5, 14.15
6, 14.30, 5, 14.90
6, 15.20, 5, 15.35
6, 12.00, 5, 16.50
6, 15.00, 5, 15.00
6, 14.50, 5, 15.25
6, 13.90, 5, 16.45
6, 17.70, 5, 11.85
6, 11.90, 5, 17.45
6, 15.50, 5, 14.75
6, 14.30, 5, 17.15
6, 16.90, 5, 12.70
6, 15.50, 5, 14.75
6, 15.30, 5, 14.40
6, 15.40, 5, 13.45
6, 15.60, 5, 13.80
6, 14.10, 5, 14.55
6, 13.70, 5, 16.10
6, 13.90, 5, 16.45
6, 14.60, 5, 16.55
6, 17.00, 5, 11.75
6, 13.10, 5, 17.30
6, 16.30, 5, 13.90
6, 14.70, 5, 15.60
6, 12.70, 5, 16.60
6, 14.40, 5, 16.20
6, 14.30, 5, 14.90
6, 14.60, 5, 14.30
6, 15.90, 5, 15.45
6, 13.70, 5, 16.10
6, 14.90, 5, 15.95
6, 15.50, 5, 14.75
6, 16.30, 5, 13.90
6, 17.00, 5, 11.75
6, 15.00, 5, 15.00
6, 17.20, 5, 14.35
6, 16.30, 5, 13.90
6, 14.30, 5, 17.15
6, 14.90, 5, 15.95
6, 15.80, 5, 14.15
6, 16.60, 5, 13.30
6, 12.90, 5, 16.95
6, 14.70, 5, 15.60
6, 15.50, 5, 14.75
6, 14.80, 5, 14.65
6, 13.20, 5, 16.35
6, 16.00, 5, 12.25
6, 14.80, 5, 14.65
6, 15.70, 5, 15.10
6, 15.70, 5, 12.85
7, 16.55, 5, 12.65
7, 15.55, 5, 13.15
7, 15.00, 5, 15.00
7, 16.50, 5, 14.25
7, 16.35, 5, 13.80
7, 15.70, 5, 13.60
7, 14.45, 5, 16.85
7, 15.35, 5, 14.30
7, 16.00, 5, 14.50
7, 17.05, 5, 12.40
7, 14.30, 5, 16.40
7, 15.35, 5, 14.30
7, 14.80, 5, 16.15
7, 17.20, 5, 12.85
7, 13.95, 5, 17.10
7, 13.70, 5, 14.60
7, 14.65, 5, 15.70
7, 14.50, 5, 15.25
7, 15.20, 5, 13.85
7, 16.05, 5, 12.90
7, 15.35, 5, 14.30
7, 17.05, 5, 12.40
7, 15.05, 5, 13.40
7, 14.65, 5, 15.70
7, 15.80, 5, 15.65
7, 13.95, 5, 17.10
7, 15.05, 5, 13.40
7, 14.65, 5, 15.70
7, 14.55, 5, 13.65
7, 13.30, 5, 16.90
7, 16.20, 5, 13.35
7, 17.35, 5, 13.30
7, 15.30, 5, 15.90
7, 15.60, 5, 11.55
7, 14.50, 5, 15.25
7, 13.55, 5, 14.15
7, 15.00, 5, 15.00
7, 15.35, 5, 14.30
7, 16.30, 5, 15.40
7, 12.25, 5, 19.00
7, 16.70, 5, 13.10
7, 14.30, 5, 16.40
7, 14.30, 5, 16.40
7, 13.50, 5, 15.75
7, 17.05, 5, 12.40
7, 14.85, 5, 14.55
7, 13.15, 5, 16.45
7, 14.70, 5, 14.10
7, 17.70, 5, 12.60
7, 16.20, 5, 13.35
7, 14.15, 5, 15.95
7, 16.10, 5, 16.55
7, 14.55, 5, 13.65
7, 14.80, 5, 16.15
7, 14.65, 5, 15.70
7, 12.30, 5, 17.40
7, 15.65, 5, 15.20
7, 16.70, 5, 13.10
7, 18.15, 5, 13.95
7, 14.50, 5, 15.25
7, 13.60, 5, 17.80
7, 15.05, 5, 13.40
7, 14.35, 5, 14.80
7, 17.05, 5, 12.40
7, 15.15, 5, 15.45
7, 16.50, 5, 14.25
7, 15.55, 5, 13.15
7, 13.60, 5, 17.80
7, 16.05, 5, 12.90
7, 15.85, 5, 14.05
7, 16.00, 5, 14.50
7, 15.85, 5, 14.05
7, 13.50, 5, 15.75
7, 18.05, 5, 11.90
7, 15.70, 5, 13.60
7, 13.50, 5, 15.75
7, 15.50, 5, 14.75
7, 15.25, 5, 17.50
7, 14.30, 5, 16.40
7, 15.05, 5, 13.40
7, 13.30, 5, 16.90
7, 16.35, 5, 13.80
7, 13.00, 5, 16.00
7, 17.00, 5, 14.00
7, 14.15, 5, 15.95
7, 14.35, 5, 14.80
7, 11.80, 5, 17.65
7, 16.20, 5, 13.35
7, 15.90, 5, 12.45
7, 15.55, 5, 13.15
7, 13.60, 5, 17.80
7, 15.85, 5, 14.05
7, 15.35, 5, 14.30
7, 13.30, 5, 16.90
7, 13.45, 5, 17.35
7, 15.15, 5, 15.45
7, 17.20, 5, 12.85
7, 17.05, 5, 12.40
7, 16.15, 5, 14.95
7, 15.85, 5, 14.05
8, 14.10, 5, 16.05
8, 13.40, 5, 18.20
8, 14.10, 5, 16.05
8, 14.70, 5, 16.35
8, 13.80, 5, 17.40
8, 15.50, 5, 14.75
8, 12.20, 5, 17.60
8, 16.50, 5, 14.25
8, 14.40, 5, 14.70
8, 13.50, 5, 15.75
8, 16.20, 5, 15.60
8, 16.30, 5, 13.15
8, 13.40, 5, 18.20
8, 13.20, 5, 17.10
8, 14.10, 5, 16.05
8, 15.00, 5, 15.00
8, 17.40, 5, 13.20
8, 13.60, 5, 16.30
8, 15.50, 5, 14.75
8, 14.70, 5, 16.35
8, 12.50, 5, 19.25
8, 15.40, 5, 14.20
8, 15.00, 5, 15.00
8, 13.90, 5, 14.95
8, 15.50, 5, 14.75
8, 15.40, 5, 14.20
8, 13.50, 5, 15.75
8, 15.60, 5, 15.30
8, 13.40, 5, 18.20
8, 12.90, 5, 18.45
8, 14.10, 5, 16.05
8, 16.00, 5, 14.50
8, 17.70, 5, 11.85
8, 15.70, 5, 15.85
8, 14.10, 5, 16.05
8, 14.20, 5, 16.60
8, 12.60, 5, 16.80
8, 15.60, 5, 15.30
8, 15.50, 5, 14.75
8, 16.90, 5, 13.45
8, 15.90, 5, 13.95
8, 19.70, 5, 10.85
8, 16.10, 5, 15.05
8, 15.60, 5, 12.30
8, 15.00, 5, 15.00
8, 15.80, 5, 13.40
8, 15.00, 5, 15.00
8, 14.20, 5, 16.60
8, 14.50, 5, 15.25
8, 11.90, 5, 18.95
8, 16.30, 5, 13.15
8, 12.30, 5, 18.15
8, 14.40, 5, 14.70
8, 16.80, 5, 12.90
8, 17.30, 5, 12.65
8, 15.90, 5, 13.95
8, 16.80, 5, 12.90
8, 16.30, 5, 13.15
8, 16.50, 5, 14.25
8, 14.30, 5, 17.15
8, 14.00, 5, 18.50
8, 13.40, 5, 15.20
8, 13.60, 5, 16.30
8, 17.20, 5, 12.10
8, 16.00, 5, 14.50
8, 13.70, 5, 16.85
8, 13.10, 5, 19.55
8, 18.00, 5, 10.50
8, 16.60, 5, 14.80
8, 17.40, 5, 13.20
8, 13.00, 5, 19.00
8, 13.80, 5, 17.40
8, 12.30, 5, 18.15
8, 13.80, 5, 17.40
8, 18.80, 5, 11.90
8, 16.20, 5, 12.60
8, 15.30, 5, 16.65
8, 12.90, 5, 18.45
8, 15.20, 5, 16.10
8, 16.50, 5, 14.25
8, 17.00, 5, 11.00
8, 14.00, 5, 15.50
8, 14.40, 5, 14.70
8, 12.90, 5, 18.45
8, 15.20, 5, 13.10
8, 12.10, 5, 17.05
8, 14.20, 5, 16.60
8, 13.60, 5, 16.30
8, 13.90, 5, 17.95
8, 14.90, 5, 14.45
8, 14.10, 5, 16.05
8, 13.00, 5, 16.00
8, 14.30, 5, 17.15
8, 16.00, 5, 14.50
8, 14.40, 5, 14.70
8, 15.50, 5, 14.75
8, 14.60, 5, 15.80
8, 18.30, 5, 12.15
8, 16.20, 5, 12.60
8, 14.70, 5, 16.35
9, 14.45, 5, 14.60
9, 11.60, 5, 18.05
9, 15.00, 5, 15.00
9, 13.70, 5, 18.35
9, 11.75, 5, 20.00
9, 14.70, 5, 17.85
9, 16.90, 5, 12.70
9, 15.80, 5, 11.90
9, 13.10, 5, 17.30
9, 15.05, 5, 15.65
9, 15.10, 5, 16.30
9, 16.40, 5, 12.95
9, 17.05, 5, 14.65
9, 15.35, 5, 12.80
9, 14.40, 5, 13.95
9, 13.45, 5, 15.10
9, 15.50, 5, 14.75
9, 14.60, 5, 16.55
9, 15.40, 5, 13.45
9, 14.90, 5, 13.70
9, 16.90, 5, 12.70
9, 13.60, 5, 17.05
9, 14.95, 5, 14.35
9, 16.35, 5, 12.30
9, 13.05, 5, 16.65
9, 17.45, 5, 13.10
9, 16.45, 5, 13.60
9, 13.65, 5, 17.70
9, 14.45, 5, 14.60
9, 15.45, 5, 14.10
9, 16.35, 5, 12.30
9, 14.10, 5, 16.80
9, 10.25, 5, 20.75
9, 13.45, 5, 15.10
9, 13.55, 5, 16.40
9, 15.45, 5, 14.10
9, 14.95, 5, 14.35
9, 13.10, 5, 17.30
9, 17.40, 5, 12.45
9, 14.45, 5, 14.60
9, 13.60, 5, 17.05
9, 17.35, 5, 11.80
9, 13.60, 5, 17.05
9, 15.05, 5, 15.65
9, 13.55, 5, 16.40
9, 16.85, 5, 12.05
9, 16.90, 5, 12.70
9, 15.95, 5, 13.85
9, 14.00, 5, 15.50
9, 15.95, 5, 13.85
9, 15.00, 5, 15.00
9, 17.40, 5, 12.45
9, 14.60, 5, 16.55
9, 15.80, 5, 11.90
9, 14.65, 5, 17.20
9, 16.00, 5, 14.50
9, 14.00, 5, 15.50
9, 14.95, 5, 14.35
9, 16.50, 5, 14.25
9, 14.55, 5, 15.90
9, 16.90, 5, 12.70
9, 14.50, 5, 15.25
9, 15.10, 5, 16.30
9, 14.50, 5, 15.25
9, 14.55, 5, 15.90
9, 13.55, 5, 16.40
9, 15.30, 5, 12.15
9, 13.10, 5, 17.30
9, 14.50, 5, 15.25
9, 14.85, 5, 13.05
9, 16.45, 5, 13.60
9, 15.50, 5, 14.75
9, 15.05, 5, 15.65
9, 15.50, 5, 14.75
9, 12.55, 5, 16.90
9, 14.60, 5, 16.55
9, 12.20, 5, 19.10
9, 14.55, 5, 15.90
9, 12.75, 5, 19.50
9, 16.00, 5, 14.50
9, 12.20, 5, 19.10
9, 16.75, 5, 10.75
9, 14.50, 5, 15.25
9, 15.45, 5, 14.10
9, 11.75, 5, 20.00
9, 18.00, 5, 13.50
9, 15.55, 5, 15.40
9, 15.00, 5, 15.00
9, 14.00, 5, 15.50
9, 14.20, 5, 18.10
9, 14.40, 5, 13.95
9, 17.50, 5, 13.75
9, 16.95, 5, 13.35
9, 13.95, 5, 14.85
9, 16.85, 5, 12.05
9, 16.95, 5, 13.35
9, 14.50, 5, 15.25
9, 14.45, 5, 14.60
9, 14.60, 5, 16.55
9, 14.90, 5, 13.70
10, 15.50, 5, 16.25
10, 17.50, 5, 15.25
10, 13.00, 5, 16.75
10, 14.50, 5, 14.50
10, 13.50, 5, 15.75
10, 13.50, 5, 16.50
10, 15.50, 5, 12.50
10, 15.00, 5, 15.00
10, 15.00, 5, 15.75
10, 15.00, 5, 14.25
10, 14.50, 5, 14.50
10, 17.00, 5, 13.25
10, 18.00, 5, 13.50
10, 12.50, 5, 19.25
10, 15.00, 5, 15.00
10, 14.00, 5, 15.50
10, 14.00, 5, 14.00
10, 14.00, 5, 17.00
10, 13.00, 5, 18.25
10, 15.00, 5, 14.25
10, 12.50, 5, 17.00
10, 16.50, 5, 15.75
10, 14.50, 5, 16.00
10, 15.50, 5, 15.50
10, 15.50, 5, 16.25
10, 15.00, 5, 14.25
10, 17.50, 5, 12.25
10, 12.50, 5, 18.50
10, 16.50, 5, 13.50
10, 14.50, 5, 14.50
10, 17.50, 5, 11.50
10, 14.50, 5, 16.00
10, 13.50, 5, 15.75
10, 14.50, 5, 16.75
10, 13.00, 5, 19.00
10, 13.50, 5, 16.50
10, 12.50, 5, 19.25
10, 13.00, 5, 16.75
10, 16.00, 5, 13.75
10, 17.00, 5, 11.75
10, 18.50, 5, 11.00
10, 13.50, 5, 17.25
10, 16.00, 5, 11.50
10, 14.00, 5, 18.50
10, 15.00, 5, 15.75
10, 18.00, 5, 11.25
10, 16.00, 5, 15.25
10, 14.00, 5, 17.00
10, 13.50, 5, 16.50
10, 16.00, 5, 14.50
10, 14.50, 5, 15.25
10, 12.00, 5, 20.25
10, 12.50, 5, 20.75
10, 14.00, 5, 17.75
10, 14.50, 5, 17.50
10, 14.00, 5, 17.00
10, 16.00, 5, 15.25
10, 13.00, 5, 17.50
10, 14.50, 5, 13.75
10, 14.50, 5, 16.75
10, 14.50, 5, 16.00
10, 15.00, 5, 15.75
10, 15.00, 5, 15.75
10, 13.50, 5, 17.25
10, 15.50, 5, 15.50
10, 12.50, 5, 17.75
10, 16.50, 5, 14.25
10, 14.00, 5, 19.25
10, 16.50, 5, 11.25
10, 14.00, 5, 18.50
10, 13.00, 5, 18.25
10, 16.00, 5, 16.00
10, 15.50, 5, 16.25
10, 13.50, 5, 17.25
10, 16.00, 5, 12.25
10, 12.50, 5, 15.50
10, 15.00, 5, 15.00
10, 16.00, 5, 12.25
10, 14.50, 5, 15.25
10, 16.00, 5, 13.75
10, 16.00, 5, 12.25
10, 17.00, 5, 14.75
10, 16.50, 5, 12.75
10, 17.00, 5, 12.50
10, 14.00, 5, 17.75
10, 14.00, 5, 14.75
10, 14.50, 5, 13.75
10, 11.50, 5, 19.00
10, 15.00, 5, 15.75
10, 16.00, 5, 14.50
10, 16.00, 5, 13.75
10, 16.00, 5, 13.75
10, 14.00, 5, 15.50
10, 14.50, 5, 16.00
10, 12.50, 5, 17.75
10, 13.50, 5, 17.25
10, 18.00, 5, 11.25
10, 16.50, 5, 13.50
10, 16.00, 5, 15.25
10, 14.00, 5, 14.00
0, 16.20, 6, 14.40
0, 17.40, 6, 13.80
0, 13.20, 6, 15.90
0, 15.00, 6, 15.00
0, 16.80, 6, 14.10
0, 15.60, 6, 14.70
0, 15.00, 6, 15.00
0, 16.80, 6, 14.10
0, 14.40, 6, 15.30
0, 15.00, 6, 15.00
0, 15.00, 6, 15.00
0, 16.20, 6, 14.40
0, 15.60, 6, 14.70
0, 12.00, 6, 16.50
0, 15.60, 6, 14.70
0, 18.00, 6, 13.50
0, 15.60, 6, 14.70
0, 15.00, 6, 15.00
0, 16.20, 6, 14.40
0, 14.40, 6, 15.30
0, 16.80, 6, 14.10
0, 16.20, 6, 14.40
0, 16.20, 6, 14.40
0, 17.40, 6, 13.80
0, 16.80, 6, 14.10
0, 18.60, 6, 13.20
0, 16.20, 6, 14.40
0, 15.00, 6, 15.00
0, 16.80, 6, 14.10
0, 13.20, 6, 15.90
0, 15.60, 6, 14.70
0, 14.40, 6, 15.30
0, 15.00, 6, 15.00
0, 16.20, 6, 14.40
0, 12.00, 6, 16.50
0, 13.80, 6, 15.60
0, 14.40, 6, 15.30
0, 13.20, 6, 15.90
0, 18.00, 6, 13.50
0, 15.60, 6, 14.70
0, 13.20, 6, 15.90
0, 16.20, 6, 14.40
0, 13.80, 6, 15.60
0, 13.20, 6, 15.90
0, 13.80, 6, 15.60
0, 15.60, 6, 14.70
0, 16.20, 6, 14.40
0, 15.60, 6, 14.70
0, 13.20, 6, 15.90
0, 14.40, 6, 15.30
0, 15.00, 6, 15.00
0, 15.60, 6, 14.70
0, 15.60, 6, 14.70
0, 16.80, 6, 14.10
0, 13.80, 6, 15.60
0, 17.40, 6, 13.80
0, 14.40, 6, 15.30
0, 15.00, 6, 15.00
0, 15.00, 6, 15.00
0, 16.20, 6, 14.40
0, 17.40, 6, 13.80
0, 16.20, 6, 14.40
0, 15.00, 6, 15.00
0, 13.20, 6, 15.90
0, 15.60, 6, 14.70
0, 13.80, 6, 15.60
0, 16.20, 6, 14.40
0, 17.40, 6, 13.80
0, 15.60, 6, 14.70
0, 15.00, 6, 15.00
0, 13.20, 6, 15.90
0, 16.20, 6, 14.40
0, 16.80, 6, 14.10
0, 13.80, 6, 15.60
0, 15.00, 6, 15.00
0, 15.00, 6, 15.00
0, 16.20, 6, 14.40
0, 16.80, 6, 14.10
0, 13.20, 6, 15.90
0, 15.60, 6, 14.70
0, 15.60, 6, 14.70
0, 13.20, 6, 15.90
0, 13.80, 6, 15.60
0, 14.40, 6, 15.30
0, 14.40, 6, 15.30
0, 16.80, 6, 14.10
0, 15.00, 6, 15.00
0, 16.20, 6, 14.40
0, 16.80, 6, 14.10
0, 13.80, 6, 15.60
0, 15.00, 6, 15.00
0, 13.20, 6, 15.90
0, 13.20, 6, 15.90
0, 15.00, 6, 15.00
0, 15.00, 6, 15.00
0, 13.80, 6, 15.60
0, 12.00, 6, 16.50
0, 15.00, 6, 15.00
0, 14.40, 6, 15.30
0, 13.80, 6, 15.60
1, 14.40, 6, 15.30
1, 15.85, 6, 14.20
1, 15.95, 6, 14.90
1, 16.25, 6, 14.30
1, 16.25, 6, 14.30
1, 14.35, 6, 15.40
1, 16.20, 6, 14.40
1, 18.65, 6, 13.10
1, 14.80, 6, 15.40
1, 13.80, 6, 15.60
1, 16.10, 6, 14.60
1, 15.60, 6, 14.70
1, 17.40, 6, 13.80
